LICENSE NUMBER,LICENSE TYPE,ESTABLISHMENT,STREET ADDRESS,CITY/TOWN,PROVINCE,POSTAL CODE,Location
001447,Club,Wellington/Fletchers Lake Station House,4132 #2 HY,Wellington,NS,B2T 1A3,"Wellington, NS B2T 1A3
(44.850515, -63.608252)"
000964,Eating Establishment,Sou'wester Restaurant,178 Peggy's Point RD,Peggy's Cove,NS,B3Z 3S2,"Peggy's Cove, NS B3Z 3S2
(44.494704, -63.910309)"
001003,Club,"RCL Br. 133, Enfield",50 Old Enfield RD,Enfield,NS,B2T 1C9,"Enfield, NS B2T 1C9
(44.944172, -63.535201)"
005371,Club,Millville Community Centre,270 Millville RD,Millville,NS,B1Y 2C9,"Millville, NS B1Y 2C9
(46.27095, -60.379651)"
004520,Eating Establishment,Rogue's Roost Dining Room,5435 Spring Garden  RD,Halifax,NS,B3J 2H8,"Halifax, NS B3J 2H8
(44.644095, -63.576945)"
001565,Club,"RCL Br. 120, East Ship Harbour","15463 Hwy. #7, RR #2 .",Tangier,NS,B0J 3H0,"Tangier, NS B0J 3H0
(44.784876, -63.021099)"
001724,Club,"RCL Br. 47, St. Peter's",6834 Highway 4 ,Grand Anse,NS,B0E 1V0,"Grand Anse, NS B0E 1V0
(45.591975, -61.088139)"
003008,Club,Catalone Seniors and Pensioners Recreation Association,20 New Boston RD,Catalone,NS,B1C 2L2,"Catalone, NS B1C 2L2
(45.907585, -60.006661)"
005339,Eating Establishment,Bistro le Coq,1584 Argyle ST,Halifax,NS,B3J 2B3,"Halifax, NS B3J 2B3
(44.64593, -63.574179)"
004340,Club,D'Escousse Civic Improvement Society,3276 Hwy.   320 .,D'Escousse,NS,B0E 1K0,"D'Escousse, NS B0E 1K0
(45.570798, -60.980898)"
005103,Eating Establishment,Swiss Chalet Rotisserie & Grill ,9269 Commercial ST,New Minas,NS,B4N 3G2,"New Minas, NS B4N 3G2
(45.071465, -64.44283)"
001818,Club,Little Anse/Sampson Cove Social Action Club,4114 Highway 206 ,Little Anse,NS,B0E 3C0,"Little Anse, NS B0E 3C0
(45.512736, -61.00844)"
003459,Eating Establishment,Bay Landing Dining Room,354 Prospect Bay RD,Prospect Bay,NS,B3T 1Z7,"Prospect Bay, NS B3T 1Z7
(44.523941, -63.786099)"
003899,Eating Establishment,Papa's Pub Eatery Dining Room,714 Reeves  ST,Port Hawkesbury,NS,B9A 2S1,"Port Hawkesbury, NS B9A 2S1
(45.614124, -61.349627)"
001070,Club,Elks Club #226,42 North Provost ST,New Glasgow,NS,B2H 2N4,"New Glasgow, NS B2H 2N4
(45.590484, -62.643961)"
006214,Beverage Room,Wayfarers' Ale Ltd.,1116 Kars ST,Port Williams,NS,B0P 1T0,"Port Williams, NS B0P 1T0
(45.106734, -64.416048)"
005221,Eating Establishment,Jeddore Tea Room,9855 #7 Highway ,Jeddore,NS,B0J 1P0,"Jeddore, NS B0J 1P0
(44.771968, -63.058662)"
000999,Club,"RCL Br. 106, Debert",1252 Masstown RD,Debert,NS,B0M 1G0,"Debert, NS B0M 1G0
(45.423488, -63.460749)"
002633,Eating Establishment,Crossroads Restaurant (Garlands Crossing),RR#2 4140 Garlands Crossing ,Windsor,NS,B0N 2T0,"Windsor, NS B0N 2T0
(44.974763, -64.131268)"
004728,Eating Establishment,Trapeze,1983 Upper Water ST,Halifax,NS,B3J 3Y5,"Halifax, NS B3J 3Y5
(44.65299, -63.578139)"
004128,Club,Yarmouth Golf & Country Club,28 Forbes ST,Yarmouth,NS,B5A 4B4,"Yarmouth, NS B5A 4B4
(43.845445, -66.118978)"
002303,Eating Establishment,Murphy's Restaurant,1751 Lower Water ST,Halifax,NS,B3J 3E4,"Halifax, NS B3J 3E4
(44.649285, -63.738358)"
005398,Eating Establishment,New Century Restaurant,280 Main ST,Yarmouth,NS,B4A 1C9,"Yarmouth, NS B4A 1C9
(44.727286, -63.66557)"
005411,Eating Establishment,"Swiss Chalet Rotisserie & Grill, Dartmouth",16 Foulis RW,Dartmouth,NS,B3B 0E1,"Dartmouth, NS B3B 0E1
(44.7091, -63.591479)"
001716,Club,"RCL Br. 59, Antigonish",294 Main ST,Antigonish,NS,B2G 2C4,"Antigonish, NS B2G 2C4
(45.622486, -61.993594)"
004765,Eating Establishment,Bella Roma Restaurant,224 Gerrish ST,Windsor,NS,B0N 2T0,"Windsor, NS B0N 2T0
(44.974763, -64.131268)"
004179,Eating Establishment,Hong Yun Chinese Restaurant,5677 Brenton PL ,Halifax,NS,B3J 0A1,"Halifax, NS B3J 0A1
(44.644929, -63.570914)"
002524,Club,"RCL Br. 165, Mount Uniacke",18 Veterans  LN,Mount Uniacke,NS,B0N 1Z0,"Mount Uniacke, NS B0N 1Z0
(44.911937, -63.818958)"
004039,Eating Establishment,Dooly's Dining Room (Amherst),1 Landsdown AV,Amherst,NS,B4H 2T1,"Amherst, NS B4H 2T1
(45.830532, -64.213241)"
003553,Club,Shelburne Curling Club,144 Carleton ST,Shelburne,NS,B0T 1W0,"Shelburne, NS B0T 1W0
(43.750899, -65.340659)"
001073,Club,Georges River Comm. Vol. Fire Dept.,1208 Georges River  RD,Georges River,NS,B1Y 3Y6,"Georges River, NS B1Y 3Y6
(46.231187, -60.348998)"
004910,Eating Establishment,Sushi Shige Japanese Restaurant,1532 Granville ST,Halifax,NS,B3J 1W8,"Halifax, NS B3J 1W8
(44.644947, -63.572206)"
004574,Eating Establishment,Victoria Grill Dining Room,733 Victoria RD,Sydney,NS,B1N 1J4,"Sydney, NS B1N 1J4
(46.160803, -60.184812)"
002404,Eating Establishment,Herve Bistro & Restaurant,106 Portland  ST,Dartmouth,NS,B2Y 1H8,"Dartmouth, NS B2Y 1H8
(44.66625, -63.565888)"
001035,Club,"RCL Br. 9, Windsor",35 Empire LN,Windsor,NS,B0N 2T0,"Windsor, NS B0N 2T0
(44.974763, -64.131268)"
004818,Eating Establishment,"Rosie's Restaurant, Wolfville",460 Main ST,Wolfville,NS,B4P 1E2,"Wolfville, NS B4P 1E2
(45.0914, -64.36281)"
003698,Club,Truro Curling Club,56 Young ST,Truro,NS,B2N 5E4,"Truro, NS B2N 5E4
(45.367102, -63.278309)"
005807,Beverage Room,Hervic Beverage Room,2896 Melbourne RD,Pinkney's Pt.,NS,B0W 1B0,"Pinkney's Pt., NS B0W 1B0
(43.776056, -66.033144)"
004281,Eating Establishment,Dooly's Dining Room (Antigonish),26 College ST,Antigonish,NS,B2G 2M5,"Antigonish, NS B2G 2M5
(45.67412, -61.976475)"
005243,Eating Establishment,Cabot Shores Adventure & Retreat Centre,30 Buchanan DR,Englishtown,NS,B0C 1H0,"Englishtown, NS B0C 1H0
(46.281079, -60.540453)"
003382,Club,West Queens Recreation Association,70 River Head RD,Port Mouton,NS,B0T 1T0,"Port Mouton, NS B0T 1T0
(43.929222, -64.832829)"
001863,Club,Cheticamp Columbus Club,"13956 Cabot Trail, Point Cross ",Cheticamp,NS,B0E 1H0,"Cheticamp, NS B0E 1H0
(46.619593, -61.002042)"
003077,Eating Establishment,Bubba Ray's Sports Bar (Bedford),1658 Bedford Hwy. ,Bedford,NS,B4A 2X9,"Bedford, NS B4A 2X9
(44.737868, -63.654307)"
001272,Eating Establishment,Miller's Cafe,717 Reeves ST,Port Hawkesbury,NS,B9A 2S2,"Port Hawkesbury, NS B9A 2S2
(45.614105, -61.349592)"
001092,Club,North Street Community & Rec Centre,315 Upper North ST,Glace Bay,NS,B1A 3R9,"Glace Bay, NS B1A 3R9
(46.198134, -59.951916)"
001438,Club,Northern Yacht Club,27 Seaview DR,North Sydney,NS,B2A 3M1,"North Sydney, NS B2A 3M1
(46.211833, -60.268325)"
004738,Eating Establishment,Capitol Pub Dining Room,327-333 Main ST,Middleton,NS,B0S 1P0,"Middleton, NS B0S 1P0
(44.940456, -65.066774)"
002932,Eating Establishment,"Mexicali Rosa's EE, Halifax",5472 Spring Garden  RD,Halifax,NS,B3J 1G3,"Halifax, NS B3J 1G3
(44.643266, -63.575991)"
001036,Club,"RCL Br. 61, Yarmouth",67 Parade ST,Yarmouth,NS,B5A 2A3,"Yarmouth, NS B5A 2A3
(43.831185, -66.11404)"
000773,Eating Establishment,Sushi Way Japanese Restaurant,141 Esplanade ST,Truro,NS,B2N 2K5,"Truro, NS B2N 2K5
(45.363155, -63.27507)"
005931,Club,Caribou District Fire Hall,512 Three Brooks RD,Pictou,NS,B0K 1H0,"Pictou, NS B0K 1H0
(45.680541, -62.719343)"
006114,Club,Senobe Aquatic Club,6 Nowlan ST,Dartmouth,NS,B2Y 2Z4,"Dartmouth, NS B2Y 2Z4
(44.674907, -63.561721)"
002369,Eating Establishment,Swiss Chalet #1741,482 Grand Lake RD,Sydney,NS,B1P 5S8,"Sydney, NS B1P 5S8
(46.14699, -60.14451)"
001006,Club,"RCL Br. 81, Guysborough",10628 Route 16 ,Guysborough,NS,B0H 1N0,"Guysborough, NS B0H 1N0
(45.369785, -61.472788)"
001295,Club,Brooklyn Volunteer Fire Dept.,995 Route 215  ,Brooklyn,NS,B0N 2A0,"Brooklyn, NS B0N 2A0
(45.019717, -64.02498)"
001770,Club,"RCL Br. 78, Dominion",78 Neville ST,Dominion,NS,B1G 1P6,"Dominion, NS B1G 1P6
(46.202337, -60.01063)"
003697,Eating Establishment,Lefty's Restaurant,4 Westwood BL,Tantallon,NS,B3Z 1H4,"Tantallon, NS B3Z 1H4
(44.706613, -63.861804)"
002122,Eating Establishment,Rum Runner Restaurant,66-70 Montague ST,Lunenburg,NS,B0J 2C0,"Lunenburg, NS B0J 2C0
(44.377523, -64.315648)"
005597,Club,Sydney Mines Seniors & Pensioners Club,6 Fraser AV,Sydney Mines,NS,B1V 3E1,"Sydney Mines, NS B1V 3E1
(46.240733, -60.219144)"
003571,Eating Establishment,The Olive Tree Pizzeria Bistro ,137 Victoria RD,Sydney,NS,B1N 2V5,"Sydney, NS B1N 2V5
(46.165538, -60.190862)"
004139,Eating Establishment,Jake's Dining Room & Lounge,7464 Main ST,Louisbourg,NS,B1C 1H4,"Louisbourg, NS B1C 1H4
(45.922796, -59.967872)"
004131,Eating Establishment,Settler's Salt Water Cafe,67 Caladh AV,Pictou,NS,B0K 1H0,"Pictou, NS B0K 1H0
(45.680541, -62.719343)"
005375,Club,Havre Boucher & Area Community Centre,12401 Highway #4 ,Havre Boucher,NS,B0H 1K0,"Havre Boucher, NS B0H 1K0
(45.65, -61.516667)"
004933,Eating Establishment,Rissers Social House,94 Pelham ST,Lunenburg,NS,B0J 2C0,"Lunenburg, NS B0J 2C0
(44.377523, -64.315648)"
005006,Eating Establishment,Tulloch Inn & Gifts,2795 West Lake Ainslie RD,Lake Ainslie,NS,B0E 1N0,"Lake Ainslie, NS B0E 1N0
(46.226447, -61.29886)"
001040,Club,"ANAF #349, Dartmouth",137 Main ST,Dartmouth,NS,B2X 1R6,"Dartmouth, NS B2X 1R6
(44.68228, -63.53783)"
005401,Club,St. Louis Parish Hall,148 Grandique Ferry RD,Louisdale,NS,B0E 1V0,"Louisdale, NS B0E 1V0
(45.591975, -61.088139)"
004150,Eating Establishment,Celtic Corner Public House Dining Room,69 Alderney DR,Dartmouth,NS,B2Y 2N7,"Dartmouth, NS B2Y 2N7
(44.664575, -63.568568)"
001706,Club,Resolute A. A. Club,5461 Inglis ST,Halifax,NS,B3H 1J6,"Halifax, NS B3H 1J6
(44.635488, -63.571933)"
002000,Club,Louisdale Lions Club ,3128 Whiteside RD,Louisdale,NS,B0E 1V0,"Louisdale, NS B0E 1V0
(45.591975, -61.088139)"
001476,Club,"RCL Br. 153, Whites Lake",3495 Prospect  RD,Whites Lake,NS,B3T 1Z3,"Whites Lake, NS B3T 1Z3
(44.525784, -63.767593)"
004149,Eating Establishment,Fundy Dining Room,34 Water ST,Digby,NS,B0V 1A0,"Digby, NS B0V 1A0
(44.608711, -65.781904)"
001309,Club,Windsor Curling Club,174 Grey ST,Windsor,NS,B0N 2T0,"Windsor, NS B0N 2T0
(44.974763, -64.131268)"
003541,Club,Dominion Community Hawks Club,28 Lower Mitchell AV,Dominion,NS,B1G 1L2,"Dominion, NS B1G 1L2
(46.212752, -60.027314)"
003029,Eating Establishment,Melville  Heights Dining Room,24 Ramsgate  LN,Halifax,NS,B3P 2R6,"Halifax, NS B3P 2R6
(44.631979, -63.613562)"
002948,Eating Establishment,Ship Victory Dining Room,400 Windmill RD,Dartmouth,NS,B3A 1J7,"Dartmouth, NS B3A 1J7
(44.683785, -63.597712)"
001065,Club,Dartmouth Curling Club,35 Canal ST,Dartmouth,NS,B2Y 2W1,"Dartmouth, NS B2Y 2W1
(44.666542, -63.563065)"
001928,Club,Truro Golf Club,86 Golf ST,Truro,NS,B2N 5C7,"Truro, NS B2N 5C7
(45.389962, -63.23132)"
001063,Club,Sydney Mines Columbus Club,24 View ST,Sydney Mines,NS,B1V 2Y3,"Sydney Mines, NS B1V 2Y3
(46.251475, -60.238556)"
001901,Club,East Bay Fire Dept.,3542 East  Bay Highway ,East Bay,NS,B1J 1A3,"East Bay, NS B1J 1A3
(46.019484, -60.370809)"
004325,Eating Establishment,Lawrencetown Restaurant,465 Main ST,Lawrencetown,NS,B0S 1M0,"Lawrencetown, NS B0S 1M0
(44.882339, -65.16387)"
003630,Eating Establishment,Farmers Family Diner,1256 Ward RD,Millville,NS,B0P 1C0,"Millville, NS B0P 1C0
(45.02195, -64.832739)"
003180,Eating Establishment,Seashore Restaurant,8467 Highway #1 ,Meteghan,NS,B0W 2J0,"Meteghan, NS B0W 2J0
(44.178907, -66.159456)"
001855,Club,"RCL Br. 138, Sydney (Ashby)",35 State ST,Sydney,NS,B1P 6J9,"Sydney, NS B1P 6J9
(46.143661, -60.19332)"
000835,Eating Establishment,Gold House Restaurant,4190 Highway #1 ,Garlands Crossing,NS,B0N 2T0,"Garlands Crossing, NS B0N 2T0
(44.974763, -64.131268)"
001622,Club,L.W.F. Firemen's Assoc. Social Club,843 Fall River RD,Fall River,NS,B2T 1G5,"Fall River, NS B2T 1G5
(44.808811, -63.635824)"
001053,Club,Chester Golf Club,206 Golf Course RD,Chester,NS,B0J 1J0,"Chester, NS B0J 1J0
(44.556057, -64.234412)"
001979,Eating Establishment,Crofter's Table Restaurant,36743 Cabot Trail ,Ingonish,NS,B0C 1K0,"Ingonish, NS B0C 1K0
(46.693302, -60.379813)"
004591,Eating Establishment,Finbar's Garden Grill Dining Room,1595 Bedford Highway ,Bedford,NS,B4A 3Y4,"Bedford, NS B4A 3Y4
(44.734813, -63.655248)"
005830,Club,HMCS Acadia Mess,761 Broadway AV,Cornwallis,NS,B0S 1H0,"Cornwallis, NS B0S 1H0
(44.651533, -65.630974)"
002739,Eating Establishment,East & West Restaurant,693 Main ST,Dartmouth,NS,B2W 3T6,"Dartmouth, NS B2W 3T6
(44.69639, -63.495721)"
003261,Eating Establishment,Pacifico Grill,1505 Barrington ST,Halifax,NS,B3J 3K5,"Halifax, NS B3J 3K5
(44.644489, -63.572554)"
004759,Eating Establishment,Kiwi Cafe,19 Pleasant ST,Chester,NS,B0J 1J0,"Chester, NS B0J 1J0
(44.556057, -64.234412)"
004889,Eating Establishment,Moon Tong Restaurant,3650 Hammonds Plains RD,Upper Tantallon,NS,B3Z 4R3,"Upper Tantallon, NS B3Z 4R3
(44.69243, -63.86772)"
004909,Eating Establishment,Uniacke Pizza,158 Old Windsor Hwy ,Mount Uniacke,NS,B0N 1Z0,"Mount Uniacke, NS B0N 1Z0
(44.911937, -63.818958)"
001806,Eating Establishment,Red Cap Restaurant and Motel,1034 Highway 335 ,Mid. West Pubnico,NS,B0W 2M0,"Mid. West Pubnico, NS B0W 2M0
(43.654138, -65.805266)"
000945,Eating Establishment,Churchill's Restaurant & Lounge,103 Shore RD,Digby,NS,B0V 1A0,"Digby, NS B0V 1A0
(44.608711, -65.781904)"
001443,Club,Bridgewater Curling Club,90 Dominion  ST,Bridgewater,NS,B4V 2K1,"Bridgewater, NS B4V 2K1
(44.373378, -64.524509)"
000860,Eating Establishment,House of Mei Mei,264 Bedford Highway ,Halifax,NS,B3M 2K7,"Halifax, NS B3M 2K7
(44.677953, -63.649769)"
005058,Eating Establishment,Pizza Delight (Amherst),4 Robert Angus DR,Amherst,NS,B4H 3Y6,"Amherst, NS B4H 3Y6
(45.77631, -64.211598)"
001909,Eating Establishment,Pizza Delight (Bridgewater),236 Dufferin ST,Bridgewater,NS,B4V 2G7,"Bridgewater, NS B4V 2G7
(44.370651, -64.522674)"
004219,Eating Establishment,Antonio's Pasta & Grill,9066 Highway #1 ,Digby,NS,B0V 1A0,"Digby, NS B0V 1A0
(44.608711, -65.781904)"
005210,Club,Ross Ferry Volunteer Fire Department,9651 Kempt Head RD,Ross Ferry,NS,B1X 1R4,"Ross Ferry, NS B1X 1R4
(46.118835, -60.616621)"
005016,Eating Establishment,All Aboard Restaurant,14925 Cabot Trail ,Cheticamp,NS,B0E 1H0,"Cheticamp, NS B0E 1H0
(46.619593, -61.002042)"
005345,Eating Establishment,"Mo's Pool ""n"" Grill EE",6446 Highway #3 ,Western Shore,NS,B0J 3M0,"Western Shore, NS B0J 3M0
(44.531403, -64.314502)"
005256,Eating Establishment,Dennis Point Cafe,214 d'Entremont RD,Lower West Pubnico,NS,B0W 2C0,"Lower West Pubnico, NS B0W 2C0
(43.632112, -65.802677)"
001437,Club,Truro Horsemen's Club,288 Main ST,Bible Hill,NS,B2N 5C5,"Bible Hill, NS B2N 5C5
(45.366175, -63.29007)"
005097,Eating Establishment,"Jungle Jim's Dining Room, Stellarton",127 North Foord ST,Stellarton,NS,B0K 1S0,"Stellarton, NS B0K 1S0
(45.55495, -62.66745)"
001975,Eating Establishment,Laurie's Motel Dining Room,467 Main ST,Cheticamp,NS,B0E 1H0,"Cheticamp, NS B0E 1H0
(46.619593, -61.002042)"
004200,Eating Establishment,Parkview Family Restaurant,4670 Main ST,Oxford,NS,B0M 1P0,"Oxford, NS B0M 1P0
(45.743806, -63.853792)"
001154,Eating Establishment,Moonlight Restaurant,210 Main ST,Antigonish,NS,B2G 2B9,"Antigonish, NS B2G 2B9
(45.623018, -61.987822)"
002417,Eating Establishment,Rollie's Wharf Dining Room,411 Purves ST,North Sydney,NS,B2A 1C5,"North Sydney, NS B2A 1C5
(46.212698, -60.242782)"
005457,Club,Bible Hill Village Hall (Community & Fire Hall),69 Pictou RD,Bible Hill,NS,B2N 2R9,"Bible Hill, NS B2N 2R9
(45.373451, -63.266521)"
001878,Eating Establishment,"May Garden Chinese Restaurant, Dartmouth",136 Portland ST,Dartmouth,NS,B2Y 1J1,"Dartmouth, NS B2Y 1J1
(44.666879, -63.565183)"
001682,Eating Establishment,Lanes Privateer Inn,27-29 Bristol AV,Liverpool,NS,B0T 1KO,"Liverpool, NS B0T 1KO
(44.033298, -64.716599)"
004878,Eating Establishment,Pins Entertainment Dining Room,3072 Post RD,Antigonish,NS,B2G 2T4,"Antigonish, NS B2G 2T4
(45.608543, -62.000005)"
005066,Club,Windermere Community Hall,402 Windermere RD,Windermere,NS,B0P 1E0,"Windermere, NS B0P 1E0
(45.054682, -64.748833)"
003540,Eating Establishment,Walton Pub & Eatery Dining Room,39 Shore RD,Walton,NS,B0N 2R0,"Walton, NS B0N 2R0
(45.230397, -64.005362)"
004630,Eating Establishment,Dockside Cafe,34 Water ST,Digby,NS,B0V 1A0,"Digby, NS B0V 1A0
(44.608711, -65.781904)"
001456,Club,Sydney Curling Club,619 George  ST,Sydney,NS,B1P 6J7,"Sydney, NS B1P 6J7
(46.140637, -60.172135)"
006303,Beverage Room,Horton Ridge Malt,2504 Ridge  RD,Hortonville,NS,B4P 2R3,"Hortonville, NS B4P 2R3
(45.077585, -64.307659)"
003212,Club,Howie Centre Volunteer Fire Department,47 Tometary DR,Sydney,NS,B1L 1G3,"Sydney, NS B1L 1G3
(46.068107, -60.271057)"
002342,Eating Establishment,Jim's Family Restaurant,243 Bedford Highway ,Halifax,NS,B3M 2J9,"Halifax, NS B3M 2J9
(44.715953, -63.639613)"
000969,Eating Establishment,Athens Restuarant,6275 Quinpool RD,Halifax,NS,B3L 1A4,"Halifax, NS B3L 1A4
(44.645526, -63.596843)"
002461,Eating Establishment,Red Barn Restaurant,2 Cabot Trail ,Nyanza,NS,B0E 1B0,"Nyanza, NS B0E 1B0
(46.135073, -60.88087)"
000968,Eating Establishment,"Swiss Chalet  Restaurant, Halifax (Kempt Rd.)",3434 Kempt RD,Halifax,NS,B3K 4S7,"Halifax, NS B3K 4S7
(44.665687, -63.611255)"
002899,Eating Establishment,Glasgow Pub Dining Room,300 Stewart ST,New Glasgow,NS,B2H 2R4,"New Glasgow, NS B2H 2R4
(45.58578, -62.645875)"
003796,Eating Establishment,Staggers Pub & Grill,26 Portland ST,Dartmouth,NS,B2Y 1G9,"Dartmouth, NS B2Y 1G9
(44.664396, -63.567998)"
002471,Eating Establishment,Kai Wing Restaurant,7299 Hwy.#1 ,Coldbrook,NS,B4R 1B9,"Coldbrook, NS B4R 1B9
(45.070832, -64.561364)"
001318,Club,"RCL Br. 64, Tatamagouche",80 Queen ST,Tatamagouche,NS,B0K 1V0,"Tatamagouche, NS B0K 1V0
(45.706691, -63.268772)"
005372,Eating Establishment,Pizzaland,287 Lacewood  DR,Halifax,NS,B3M 3Y7,"Halifax, NS B3M 3Y7
(44.661801, -63.650707)"
003334,Club,Kentville Lions Club,78 River ST,Kentville,NS,B4N 1G9,"Kentville, NS B4N 1G9
(45.079853, -64.499848)"
003608,Eating Establishment,Dock-Food Spirits and Ales Dining Room,130 George  ST,New Glasgow,NS,B2H 2K6,"New Glasgow, NS B2H 2K6
(45.589492, -62.645475)"
003477,Eating Establishment,Cornwallis Dining Room,325 Main ST,Kentville,NS,B4N 1K5,"Kentville, NS B4N 1K5
(45.0768, -64.494224)"
003742,Club,Newfoundland Social Club,40 Wright AV,Dartmouth,NS,B3B 1G6,"Dartmouth, NS B3B 1G6
(44.698159, -63.605173)"
001012,Club,"RCL Br. 38, Liverpool",43 Henry Hensey DR,Liverpool,NS,B0T 1K0,"Liverpool, NS B0T 1K0
(44.033353, -64.714675)"
004941,Eating Establishment,A Good Day Kitchen,1480 Fall River RD,Fall River,NS,B2T 1J1,"Fall River, NS B2T 1J1
(44.824974, -63.614943)"
001013,Club,"RCL Br. 110,  Lower L'Ardoise",20 St. Peters-Forchu RD,Lower L'Ardoise,NS,B0E 1W0,"Lower L'Ardoise, NS B0E 1W0
(45.594657, -60.7281)"
003080,Eating Establishment,A.J.'s Dining Room,237 Main ST,Canso,NS,B0H 1H0,"Canso, NS B0H 1H0
(45.334537, -61.002129)"
001294,Club,Bedford Basin Yacht Club,73 Shore DR,Bedford,NS,B4A 2C7,"Bedford, NS B4A 2C7
(44.726071, -63.665665)"
002217,Eating Establishment,Yuan of Asia Restaurant Inc.,107 South Albion ST,Amherst,NS,B4H 2X2,"Amherst, NS B4H 2X2
(45.81989, -64.20616)"
004243,Eating Establishment,Seal Cove Restaurant,474 Main RD,Louisdale,NS,B0E 1V0,"Louisdale, NS B0E 1V0
(45.591975, -61.088139)"
001165,Club,"RCL Br. 22, Bear River",1877 Clementsvale RD,Bear River,NS,B0S 1B0,"Bear River, NS B0S 1B0
(44.583779, -65.623053)"
002609,Eating Establishment,Haus Treuburg Dining Room,175 Main ST,Port Hood,NS,B0E 2W0,"Port Hood, NS B0E 2W0
(46.013872, -61.513992)"
003906,Eating Establishment,Hodge Podge Lodge,327 Ovens  RD,Riverport,NS,B0J 2W0,"Riverport, NS B0J 2W0
(44.291249, -64.321965)"
001740,Eating Establishment,Keltic Lodge Dining Room,313 Keltic In RD,Ingonish Beach,NS,B0C 1L0,"Ingonish Beach, NS B0C 1L0
(46.646823, -60.408302)"
005189,Eating Establishment,Big G's Pizza & Donair,111 Main ST,Guysborough,NS,B0H 1N0,"Guysborough, NS B0H 1N0
(45.369785, -61.472788)"
